variable,label,Correlation with GDP,Global mean,Global variance,Global max,Global min
ST011Q02TA2,In your home: A room of your own,-0.5002624039821137,0.512266033125621,18.28839961612613,8.613625638839059,-19.27137282704403
ST011Q12TA2,In your home: A dictionary,0.4571288474176273,-0.7458775322137654,10.092559082513336,5.782393103746419,-9.229334993854842
ST013Q01TA,How many books are there in your home?,0.6372023200990222,4.821351855620061,5.245231840284303,9.145943254289831,-0.3139160270155467
ST034Q05TA,Other students seem to like me.,-0.4554691775650348,-0.6521594097363977,1.7015810617283482,2.807621573673176,-3.6161555920628103
ST094Q05NA,Disagree or agree with the statements? I am interested in learning about <broad science>.,0.45179680876620226,0.7361664250561923,1.3365902961090679,2.6959675863161774,-1.6801589807564683
ST131Q01NA,A good way to know if something is true is to do an experiment.,-0.5023967026401259,0.8009092644213089,4.257691611426084,5.483821031089626,-4.122736995700474
BELONG,Subjective well-being: Sense of Belonging to School (WLE),-0.5952371195522996,-1.380009119665089,2.787262686973121,2.5264499873581316,-5.826705510614156
ICTRES,ICT Resources (WLE),-0.4718402847738781,0.5127175146707037,1.4201049878955856,4.711302283476328,-2.321766372674197
WEALTH,Family wealth (WLE),-0.5065677434086164,-0.6168886679430429,1.4257392508331397,2.1260047560652358,-3.2215489884757673
NA_prop,Proportion of NA's,-0.5656652744279836,-11.182282718278392,42.21430377627388,-1.915958853625341,-32.483208979890044
occupation_m9,Mother's occupation,-0.46657644512396795,-4.4007077409821,3.667501404358169,-0.23015476139964305,-8.842786907686596
occupation_f9,Father's occupation,-0.4933379426951949,-3.5312617123220846,6.8468782869626805,1.9076380657661598,-9.870670596710953
ST118Q02NA,To what extent do you disagree or agree about yourself? I worry that I will get poor <grades> at school.,-0.48374148236667697,-1.198610728636661,2.661697969215537,2.8721889380439545,-4.610699630562359
ST082Q13NA,To what extent do you disagree or agree about yourself? I find that teamwork raises my own efficiency.,-0.5328735869469905,-2.0842637317572335,2.510353436414901,0.9169831362471933,-5.266106568267948
ST082Q14NA,To what extent do you disagree or agree about yourself? I enjoy cooperating with peers.,0.5712644717304475,-0.8370580260559632,1.7903450335105746,2.582321413623083,-4.231629288079788
ST039Q05NA,Teachers ridiculed me in front of others.,0.5436381492390817,0.17202855363127678,1.0354869187954114,2.3448329438659115,-1.81101406466738
ST059Q02TA,Number of <class periods> required per week in mathematics,-0.5092130017338421,0.8914808367637186,2.480660350773533,3.9513271794600144,-2.7525660259944353
ST064Q01NA,<school science> courses? I can choose the <school science> course(s) I study.,0.6632807266403606,-0.44805045258928194,3.878111780853909,4.483776318397959,-4.477859409547458
unfairteacher,Teacher Fairness (Sum),-0.48083741134629204,-0.01903214507121413,2.0115757079690084,3.7860804612118546,-5.197250374785757
ST006Q03TA-99,Does your mother have this qualification? <ISCED level 5B>,0.42232990340078513,-0.6490633394390796,9.646659799549802,6.4513307316907875,-7.663503096451064
ST006Q03TA1,Does your mother have this qualification? <ISCED level 5B>,-0.3561369561766592,0.035762176555677164,7.234207085686158,7.037410175669604,-7.457452525880192
ST006Q04TA1,Does your mother have this qualification? <ISCED level 4>,-0.37775963716448285,-0.2944589175038667,6.543982995492961,7.032472050066728,-4.718004611718593
ST008Q02TA1,Does your father have this qualification? <ISCED level 5A>,-0.4464045617093698,1.7884550978109832,7.319059810533319,10.895115605343815,-4.2522087092281815
ST012Q01TA,How many in your home: Televisions,-0.3637797186707057,-1.3403731747335619,1.7872492197616805,2.7817194470111355,-4.0599507678546995
ST022Q01TA-99,International Language at Home,0.37554313122261335,24.66856650946178,497.48967892226545,88.46259410031811,-7.713819576114886
ST034Q03TA,I feel like I belong at school.,-0.3877620035700826,-0.6190346682305283,2.7594716601613714,4.4591055379131435,-5.17461931868219
ST034Q06TA,I feel lonely at school.,-0.42313843503128007,-0.09319776823626126,1.3269649484028072,1.9359460280503291,-3.046679984108915
ST098Q03NA,When learning <school science>? Students are required to argue about science questions.,0.421708998809034,0.6956488385504795,3.1287399577353807,5.606827121108109,-2.793081491249697
ST098Q05TA,When learning <school science>? Students are asked to draw conclusions from an experiment they have conducted.,-0.39041869738878693,-1.046045280285549,3.227328284601596,3.6997929915781547,-5.790689903970403
ST103Q01NA,How often does this happen in <school science>? The teacher explains scientific ideas.,0.3544868146520944,3.4609897359163377,3.2811477918234413,9.019082017901164,0.6218054653785315
ST092Q01TA,How informed are you about this environmental issue? The increase of greenhouse gases in the atmosphere,0.37236729218651604,7.938726956143696,4.722854868424257,12.017445570233884,3.4992342320474528
ST092Q05TA,How informed are you about this environmental issue? The consequences of clearing forests\other land use,0.4322226498217883,4.113185200770736,4.821464853358549,9.771481325205833,-0.10557977084172188
ST113Q02TA,What I learn in my <school science> subject(s) is important for me because I need this for what I want to do later on,0.44118312516390046,0.627647136818625,1.6772947804447735,3.2264805167937967,-2.568920762579988
IBTEACH,Inquiry-based science teaching an learning practices (WLE),0.37134919199090133,0.23060031122033323,1.6069030602711878,3.1856836235551875,-2.799311676905775
REPEAT-99,Grade Repetition,-0.35777596995967026,4.793429610978552,647.8318394816877,68.56222721737528,-40.11138028086223
occupation_m1,Mother's occupation,0.41053851570747435,2.1375228336320014,19.100440037184832,12.888263544695587,-8.975670317741182
occupation_m4,Mother's occupation,-0.3576855635087046,3.6692283046063445,23.60756755283517,25.32858399441518,-5.482021850689888
occupation_s9,Self occupation,0.4434609137621943,0.48135939168248404,7.186963254736712,5.421226911844546,-5.29623126125982
ST019BQ01T2,Country of Birth International - Mother,-0.35179981437420693,-1.1521705075768827,15.733851859742774,6.405434692085562,-10.42813927472635
ST118Q01NA,To what extent do you disagree or agree about yourself? I often worry that it will be difficult for me taking a test.,-0.401137867237444,-1.8888356185604267,2.4488969341051248,0.7530533410227437,-5.752285937044647
ST118Q03NA,To what extent do you disagree or agree about yourself? Even if I am well-prepared for a test I feel very anxious.,0.39317331355708557,-1.8515121803528503,1.680161862546177,0.9290266249811344,-5.058812480343849
ST119Q03NA,"I want to be the best, whatever I do.",-0.39081736796002337,-1.82531488612305,2.250756249785614,1.5151081825562789,-4.941325512772372
ST119Q04NA,I see myself as an ambitious person.,-0.41580238298109395,0.18524303394554295,3.79760152894924,4.424725395704715,-4.870317584888328
ST119Q05NA,I want to be one of the best students in my class.,0.4484597118895175,1.7471815694096415,3.1741014411819357,5.21407477664207,-2.4006049851275377
ST062Q03TA,"In the last two full weeks of school, how often: I arrived late for school",-0.36914070474264044,-1.0844125482421119,1.7481925310578028,1.4093077644677896,-4.5232822034135705
ST064Q03NA,<school science> courses? I can choose the number of <school science> courses or <class periods>.,0.43523912245463653,-1.5521380018386923,3.8676725597807686,3.6526063837933034,-5.2670131991602025
ST095Q15NA,To what extent are you interested in: <broad science> topics? How science can help us prevent disease,-0.44623120846317604,-1.300280272022403,1.7000091357257128,1.6343816923148797,-3.8308817294709168
ST146Q04TA,How often do you do these things? Read <broad science> magazines or science articles in newspapers,-0.3587327467350183,-1.4757438350201573,1.879281087727578,0.8166927635335801,-4.452744555552976
ST146Q07NA,How often do you do these things? Simulate technical processes in computer programs\virtual labs,-0.4045634500921557,0.8730328205006577,1.625989707900408,4.816075496595294,-1.3044562531539465
ST076Q09NA1,Before going to school did you: Work in the household or take care,-0.3541313139909927,-1.2640121369275956,3.1736809815292095,3.0243486528475634,-5.271970585198907
ST076Q11NA1,Before going to school did you: Exercise or practice a sport,-0.4493887085302428,-3.3022414184800395,4.019962237873129,0.874085987621943,-9.750118799749103
ST078Q01NA1,After leaving school did you: Eat dinner,-0.3751368534985549,-1.459923886536007,14.963651368773165,4.684644284647097,-11.894801793251395
ST078Q07NA1,After leaving school did you: Meet friends or talk to friends on the phone,-0.39793822439190346,-0.84864122215526006,3.8091954414249867,5.494636028298279,-4.230531263884089
SCIEACT,Index science activities (WLE),0.38670983701149947,0.8690397347042971,3.1672260269867945,5.214386730447316,-4.076146752971044
COOPERATE,Collaboration and teamwork dispositions: Enjoy cooperation (WLE),-0.3646132095177702,0.02504970925173449,2.3349531828280226,2.794999451762093,-4.8132416121029324
ADINST,Adaption of instruction (WLE),-0.3726394378501508,-0.367396531467732,1.3933733164397326,1.8201597490570292,-4.435895027978982
ST038Q08NA,Other students spread nasty rumours about me.,-0.35956423801227655,-1.126825900129857,1.8123255354352674,1.0801276819041183,-4.996415839334292
ST011D18TA2,In your home: <Country-specific wealth item 2>,0.41818616507583933,0.98842696052910894,11.610028720952046,7.565665801328588,-7.872822635012226
ST003D02T1,Student (Standardized) Birth - Month,0.3484384822383585,0.1098290497865933,6.848580005676198,7.3125475126558666,-5.381605542878693
ST005Q01TA,What is the <highest level of schooling> completed by your mother?,-0.33795568868234205,-1.857023751247054,2.508631275671885,1.6856154989926913,-5.620945665112792
ST006Q02TA1,Does your mother have this qualification? <ISCED level 5A>,-0.3027664033709406,1.5873627711074123,6.782561633267393,8.047834029995085,-8.73564272635428
ST006Q04TA2,Does your mother have this qualification? <ISCED level 4>,0.2560188304210368,1.0806242932274523,2.231434969946756,3.592041575812012,-2.998562235432743
ST011Q04TA-99,In your home: A computer you can use for school work,0.3015342202536308,2.5552352980222537,50.500524333568,24.314324728532554,-13.478425146764867
ST011Q04TA2,In your home: A computer you can use for school work,-0.305623739117797,-3.915944671625022,15.678072639345396,2.502637223748371,-22.0461826118109
ST011Q07TA2,In your home: Classic literature (e.g. <Shakespeare>),0.2991556359019826,-3.5711950378876893,8.7895719408548,2.569879305167994,-11.272548137935145
ST011Q08TA2,In your home: Books of poetry,0.3097295900061044,0.7195177958532442,7.659549770571068,6.471904379014767,-5.76428904416913
ST011Q16NA-99,"In your home: Books on art, music, or design",0.25985898533942786,-0.5660000834778959,31.75471477349327,18.671570928214507,-16.782421404642445
ST011Q16NA2,"In your home: Books on art, music, or design",0.33319586237019805,2.8910580050509855,7.726842769228327,9.302583480451334,-3.388067606443847
ST097Q02TA,How often does this happen in your <school science> lessons? There is noise and disorder.,-0.3289823348775056,-0.23419169939400583,1.288893440174768,2.117998963601217,-2.9681033045212297
ST098Q01TA,When learning <school science>? Students are given opportunities to explain their ideas.,0.27494364917407893,0.14738546540244,1.1633839238936943,2.14164041212046,-2.593705210664021
ST098Q06TA,When learning <school science>? The teacher explains <school science> idea can be applied,0.2918817643052305,-1.5633544129167014,1.9820927044111107,2.664417526654545,-5.133710646062939
ST098Q09TA,When learning <school science>? The teacher clearly explains relevance 聽<broad science> concepts to our lives.,0.2768226175675256,-0.12523007516087986,1.5119285152813875,2.8789911492626326,-2.6361341134069267
ST100Q03TA,How often does this happen in your <school science> lessons? The teacher helps students with their learning.,0.3317195650590576,0.15812227981289165,1.5927836956980903,3.367754061258636,-3.5268983703102443
ST100Q04TA,How often does this happen in your <school science>? The teacher continues teaching\students understand.,-0.28204102037149015,-0.601386742357412,1.6426484070836571,3.8341280809368534,-4.028103440193805
ST103Q03NA,How often does this happen in <school science>? A whole class discussion takes place with the teacher.,-0.2845109625051634,-1.3694796334807355,1.2196816456581099,1.4690008434074227,-4.292734308639408
ST104Q01NA,How often does this happen in <school science>? The teacher tells me how I am performing in this course.,-0.2665803820161717,0.13964617761850656,1.864621563277157,2.873974046454113,-4.32598490088324
ST092Q08NA,How informed are you about this environmental issue? Extinction of plants and animals,-0.2890900189604292,-1.090476149599539,2.176003518219781,3.3070374955216133,-5.132424776895535
ST092Q09NA,How informed are you about this environmental issue? Water shortage,-0.2692034272419011,-1.1235541746184023,2.2999609426711016,3.6802751628029506,-4.749121035529112
ST094Q02NA,Disagree or agree with the statements? I like reading about <broad science> topics.,0.26982745154913146,0.7631736677576871,1.3222410466830177,4.285134403178741,-1.0571580238707232
ST094Q04NA,Disagree or agree with the statements? I enjoy acquiring new knowledge in <broad science>.,0.2549864928550868,1.1126285145129848,2.5792502289891255,7.137905906816348,-4.14772272759698
ST113Q01TA,Making an effort in my <school science> subject(s) is worth it because this will help me in the work I want to do lat,0.3423860110218942,0.8203000007277805,2.276924399807965,3.9200425125368197,-4.215206959413116
ST129Q02TA,Explain why earthquakes occur more frequently in some areas than in others.,-0.3268607307166792,-3.8262750333113003,2.9375289905652386,-0.4823634098169042,-7.641130608139315
ST129Q04TA,Identify the science question associated with the disposal of garbage.,0.30012234979210567,1.5246399729792937,1.9727669461240345,5.3296387024559975,-1.480985061459777
ST129Q07TA,Discuss how new evidence can lead you to change your understanding about the possibility of life on Mars.,-0.28716145174575997,0.11996602594033529,1.9808184399081352,4.082296218197089,-3.23902941164494
ST129Q08TA,Identify the better of two explanations for the formation of acid rain.,0.3225711142072623,-1.083706573655488,2.7970566142012596,3.2061525553303127,-4.978942945116108
ENVAWARE,Environmental Awareness (WLE),-0.27419928801561483,-0.8030255265109413,3.2646362890678184,3.5041040833495183,-5.093314008018977
BMMJ1,ISEI of mother,-0.30962649732741543,0.6500039180235677,2.5730055784325594,5.852170251643959,-3.2463769179438313
occupation_f3,Father's occupation,-0.2951862448446513,1.8138980306391954,5.322066978394141,6.85221236616495,-2.658222981043141
occupation_s1,Self occupation,-0.34929798110942145,1.3821701592635407,25.118093540246356,15.23733597568573,-11.570729180071146
occupation_s5,Self occupation,-0.2917749796549242,-4.275635326280131,11.174575104530275,4.901454294702026,-10.07464814323701
ST008Q02TA2,Does your father have this qualification? <ISCED level 5A>,0.34795114580173625,-0.7493199761680353,5.121027454208743,5.172053829783706,-6.006711920486253
ST011D17TA-99,In your home: <Country-specific wealth item 1>,0.3094562768531073,-3.236782347647072,36.64133602016903,17.765339775415566,-16.222457060757353
ST118Q05NA,I get nervous when I don't know how to solve a task at school.,0.28491397413304875,0.269772403657002,1.704324878152858,4.543394815320729,-2.250838732723845
ST121Q02NA,<NAME 2> is motivated? Mostly remains interested in the tasks she starts and sometimes does more than expected,-0.2796002360473143,0.8396821797745387,4.468289160149847,5.401370873206357,-3.5553657924536926
ST121Q03NA,<NAME 3> is motivated? Wants to get top grades at school and continues working on tasks until perfect.,0.31392711197762263,3.3603862981080543,5.188091778741644,8.049848803102458,-1.7769115037359964
ST082Q09NA,To what extent do you disagree or agree about yourself? I find that teams make better decisions than individuals.,0.3194531846390147,0.43195921714825575,1.361569588935062,3.427027645010357,-1.457904164833888
ST039Q01NA,Teachers called on me less often than they called on other students.,0.2537439204191266,-0.9682374822958663,2.4139295990646574,2.1263653593870595,-5.96061511518869
ST032Q02NA,Vigorous physical activities for at least 20 minutes per day that made you sweat and breathe hard,-0.30801317227288416,-1.0248196078548135,1.1784014864073904,1.5206006482941095,-3.767178146779513
ST063Q06NB-99,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: Last year",0.3291613939331907,14.30468816695763,659.4114472381715,80.7218959251471,-45.21429404300113
ST063Q06NB0,"Which <school science> course did you attend? <General, integrated, or comprehen science> course: Last year",-0.34985148295306023,-2.2357265560510426,24.671415876366844,7.909087289178135,-12.885329760024772
ST064Q02NA,<school science> courses? I can choose the level of difficulty.,0.3461849115004066,-1.3318309813832971,3.6758295488773216,3.097314792186034,-4.63275809023455
ST107Q01NA,How often does this happen in <school science>? The teacher adapts the lesson to my class needs and knowledge.,0.26045251319168644,1.9147740001549325,1.682922016940778,5.110034722109893,-0.6602611952549278
ST107Q03NA,How often does this happen in <school science>? The teacher changes the structure of the lesson on a topic,-0.31697930299009824,0.498792304099402,1.4514849639170082,2.677334158413072,-2.3918688535623436
ST093Q05TA,This issue will improve or get worse over next 20 years? Water shortages (student),-0.34637568116224443,1.6590858519324498,1.9558776858513647,4.418539080494217,-2.8350595979437254
ST093Q06TA,This issue will improve or get worse over next 20 years? Nuclear waste (student),-0.26768961418208853,-1.1809989049647986,2.6688203123356806,2.077441637464159,-5.55578887638501
ST093Q08NA,This issue will improve or get worse over next 20 years? The use of genetically modified organisms (<GMO>),0.29782776970555475,-0.38184815385960763,5.292547739985822,4.757243527805222,-4.27059528679837
ST095Q07NA,"To what extent are you interested in: Motion and forces (e.g. velocity, friction, magnetic and gravi forces)",0.3240068584458461,0.0716609085467207,3.0269203914624883,3.5120430063071937,-3.873388695281974
ST095Q13NA,To what extent are you interested in: <broad science> topics? The Universe and its history,-0.3095534985343978,1.3332693822233332,1.5747303474048464,4.104152475504913,-1.7735592724814906
ST146Q05TA,How often do you do these things? Attend a <science club>,0.33851296459374003,1.9675282662384321,3.744086296836662,5.693928633683155,-2.29442139319044
ST146Q09NA,How often do you do these things? Follow news via blogs and microblogging,0.27801261537164135,0.14622816046262652,1.7593185919577308,3.2415064211873426,-2.125604488422676
ST076Q03NA1,Before going to school did you: Watch TV\<DVD>\Video,-0.2972817702537291,-2.4569535100446873,4.607192588198756,1.6917887910239655,-8.346006751994592
ST076Q04NA2,Before going to school did you: Read a book\newspaper\magazine,-0.25684231038898936,0.5040757296128417,2.495681604190451,3.8415797033543804,-3.666052194445054
ST078Q05NA1,After leaving school did you: Internet\Chat\Social net (e.g. <Facebook>),-0.2873873533123746,0.5768835297694509,8.836889222156287,6.462348070990338,-8.862497581298072
ST078Q08NA1,After leaving school did you: Talk to your parents,-0.2593741158620892,1.5753744742984448,3.2065542092617947,4.8999360758272,-2.9283733948972737
ST065Class,Student coded science class (from ST065Q01NA),0.30094902485923697,-1.832486073497558,5.834324096315224,3.5082578911116453,-8.27858016388116
SMINS,Learning time (minutes per week) - <science>,-0.3154596433518072,1.8378090382592254,4.833326140992468,6.998869774984766,-3.3421298191091897
CPSVALUE,Collaboration and teamwork dispositions: Value cooperation (WLE),-0.3234488119463416,-1.515402519787328,1.5543551284186439,2.2123298778055283,-4.202040861132339
